name,city,contact,address,phone,website,description,last_updated
"Wellspring House - Emergency Shelter for Families - Gloucester, MA ","Boston, MA",,"45 Congress Street, Suite 4120 Gloucester, MA 01970",978 281 3221,http://www.wellspringhouse.org/,"DTA hours of operation: Mon – Fri from 7:00am to 5:00pmWellspring is part of a statewide shelter system that helps to house 5 families at a time in Gloucester and provides stabilization case management to families throughout the North Shore communities of Beverly, Salem, Danvers, and Cape Ann.Our work is funded in part by contracts with The Department of Housing and Community Development (DHCD) and Lynn Housing and Neighborhood Development (LHAND).Families seeking emergency shelter need to go to their local DTA office. Do you have items to donate? Contact Wellspring House - Emergency Shelter for Families at the phone number provided above to see if they can use any items you may have to donate.",2020-02-01
"Attleboro Area Council of Churches - Attleboro, MA ","Boston, MA",,"95 Pine Street Attleboro, MA 02703",(508) 222-2933,www.attleborocouncilofchurches.org : Follow us on Facebook,"This is NOT a homeless shelter. They provide a program called Homes With Heart. Homes With Heart is a HUD sponsored program that's purpose is to find nd secure permanent housing for chronically homeless persons. Once this is accomplished, case management will be provided to assure support and services for the clients. This may include health insurance and care, nutrition and budget education, counseling and community integration through volunteerism. Homes With Heart has found permanent supportive housing for 24 men and women, and provided related services to numerous others. Homes With Heart staff and clients work cooperatively with other agencies in the areaâ€™s Continuum of Care in order to provide the most successful experiences possible. Contact them to see if they can assist you. Office hours: Mondays through Fridays 9am - 5pm. Do you have items to donate? Contact Attleboro Area Council of Churches at the phone number provided above to see if they can use any items you may have to donate.",
"The Women's Inn at Pine Street - Boston, MA ","Boston, MA",,"363 Albany Street Boston, MA 02118",,617-482-4944,"Beds are assigned daily using a lottery system. To enter the drawing, please arrive at the Women's Inn by 3 p.m. and speak to the staff at the front desk. Names are drawn for the lottery at 3:30 pm. A bed is not guaranteed, though staff will work to find options for you. Do you have items to donate? Contact The Women's Inn at Pine Street at the phone number provided above to see if they can use any items you may have to donate.",
"Queen of Peace Family Shelter - Boston, MA ","Boston, MA",,"401 Quincy Street Boston, MA 02125",,(617) 288-4182,The Queen of Peace is a 11 bed family shelter. Provides dinner and breakfast. Clothing whjen available. 3 week stay maximum. Accepts women & children (boys under 5). Must be at shelter at 4prn & out by 9 am. Call for further details. Do you have items to donate? Contact Queen of Peace Family Shelter at the phone number provided above to see if they can use any items you may have to donate.,2020-02-01
"SOUTH MIDDLESEX OPPORTUNITY COUNCIL - Framingham, MA ","Boston, MA",,"300 Howard Street Framingham, MA 01702",,508 620 2300,Do you have items to donate? Contact SOUTH MIDDLESEX OPPORTUNITY COUNCIL at the phone number provided above to see if they can use any items you may have to donate.,
"Housing Families Inc. - Malden, MA ","Boston, MA",,"919 Eastern Ave Malden, MA 02148",781-322-9119,https://housingfamilies.org/,"Office Hours: Mondays through Fridays 9:00am to 5:00pmEmergency ShelterThe Emergency Shelter consists of 100 apartments for homeless families throughout Greater Boston. Unique to Housing Families, each apartment is designated to one family at a time and includes a private bath and kitchen. Once in HFI’s Emergency Shelter, families receive intensive case management, comprehensive housing search assistance, life skills instruction, mental health counseling services, and other assistance in overcoming barriers to securing permanent housing.Directions:Route 93 South Take exit 32 for MA-60 toward Medford/Malden At the traffic circle, take the 3rd exit onto MA-60 E/Salem St. Continue onto MA-60 E/Pleasant St. Continue to follow MA-60 E as it turns into Centre St. Continue to follow MA-60 E as it turns into Eastern Ave. Our offices are on right.Public Transportation Take the Orange line/Oak Grove train to Malden Center. Take the 106/108/411/430 bus to Salem St. at Maplewood St. Walk 0.3 miles down Maplewood St. Turn left onto Eastern Ave. Our offices are on the right. Do you have items to donate? Contact Housing Families Inc. at the phone number provided above to see if they can use any items you may have to donate.",2020-02-01
"KIT CLARK SENIOR SERVICES - Dorchester, MA ","Boston, MA",,"1500 Dorchester Avenue Dorchester, MA 02122",,617 825 5000,Do you have items to donate? Contact KIT CLARK SENIOR SERVICES at the phone number provided above to see if they can use any items you may have to donate.,
"Betty's Place - Boston YWCA - Boston, MA ","Boston, MA",,"40 Berkley Street Boston, MA 02116",,http://projectplace.org/housing/,Transitional housing for women. Capacity 10 women at a time. Provides 2 meals a day. Clients must follow a curfew and be sober. Do you have items to donate? Contact Betty's Place - Boston YWCA at the phone number provided above to see if they can use any items you may have to donate.,2020-02-01
"FAMILY HOUSE SHELTER - Dorchester, MA ","Boston, MA",,"250 252 Columbia Road Dorchester, MA 02121",,617 427 4470,Do you have items to donate? Contact FAMILY HOUSE SHELTER at the phone number provided above to see if they can use any items you may have to donate.,
"Woods Mullen Shelter and Services - Boston, MA ","Boston, MA",,"794 Massachusetts Ave Boston, MA 02118",617-534-7100,http://www.bphc.org/whatwedo/homelessness/homeless-services/Pages/locations.aspx : Follow us on Facebook,"Our women's shelter, known as Woods-Mullen, is located at 794 Massachusetts Avenue in Boston's South End. The shelter serves female adults ages 18 years or older. The shelter has 200 beds and is open 365 days a year, 24 hours a day. Beds are given out on a first-come, first-served basis. In the winter months, additional overflow beds are available. Do you have items to donate? Contact Woods Mullen Shelter and Services at the phone number provided above to see if they can use any items you may have to donate.",2020-02-27
"Heading Home Shelter - Cambridge, MA ","Boston, MA",,"109 School Street Cambridge, MA 02139",(617) 547-1885,http://www.headinghomeinc.org/ : Follow us on Facebook,"Short term and extended stay beds for sober men and women. Provides case management, housing search, and referrals to community services to assist with mental health, medical care, employment, education, and benefits. Referral is needed; then call at 10 am to reserve a bedOur clients are both individuals and families spanning all ages, from infancy (and even pre-natal care) to elderly. A typical homeless family consists of a single mother in her 20s with 1-3 children; the majority of our own family program participants are young single mothers. People with disabilities are disproportionately homeless; we also provide specific services for individuals with disabilities both directly and via partnerships with housing development corporations.ProgramsPermanent Housing Congregate Housing Scattered-Site Apartments The John G. Guillemont House Lopez Avenue PropertyTransitional Housing Medford Family Life Education Center Transitional Housing Partnerships Transitional ApartmentsShelter and Emergency Services Dorchester Family Shelters Cambridge Shelter Women’s Drop-In Program Scattered-Site Apartments Volunteers Requests by Heading Home Shelter: Heading Home relies heavily on local volunteers year-round to help our clients feel at home, while we focus our resources on helping them build a brighter future. Volunteer Requirements All Volunteers must submit a Volunteer Application. Volunteers under age 18 must have a consent form signed by a parent or guardian; those under age 16 must be accompanied by an adult. Volunteers working around children must submit to a background check. Donation Requests by Heading Home Shelter: NEW! We have a running Amazon Wishlist where you can see some of the most pressing items our clients are in need of. Help make a house a home today. Email ljackson@headinghomeinc.org for questions regarding in-kind donations. How Your Donation Can Help $2,500 provides one year of financial coaching $1,000 provides 1:1 savings match $500 provides assistance to secure housing $250 covers the cost of a child’s bed $100 provides a job search starter kit To make a secure online donation: Donate To donate by mail: (Please make checks payable to Heading Home) Heading Home The Schrafft Center 529 Main Street, Suite 100 Charlestown, MA 02129 Heading Home’s tax identification number: 23-7364546 Special Gifts Matching gifts through your employer to multiply your donation’s effectiveness Tribute gifts to honor family or friends for a birthday, special occasion Memorial gifts to honor the memory of a loved one Stocks you have held for more than a year Remembering Heading Home in your bequest or other estate plans For more information on the many ways to give, please contact Emily Smaldon, Development Director, at esmaldon@headinghomeinc.org or 617.864.8140, ext. 107.",2020-02-01
